id_x,company_id,year_x,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,id_y,compounded_sales_growth,compounded_profit_growth,stock_price_cagr,roe,company_logo,company_name,chart_link,about_company,website,nse_profile,bse_profile,face_value,book_value,roce_percentage,roe_percentage,broad_sector,sub_sector,index_weight_pct,market_cap_category,year_y,market_cap_crore,enterprise_value_crore,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct,composite_score
22,ABB,Mar 2024,20.53,24.84,32.47,0.02,141.75,1.13,797.0,Moderate,565.0,176.14285714285714,73.0,83.0,1213.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/ABB.png,Abbott India Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AABBOTINDIA,Abbott India Ltd is one of the leading multinational pharmaceutical companies in India and sells its products through independent distributors primarily within India.,https://www.abbott.co.in/,https://www.nseindia.com/get-quotes/equity?symbol=ABBOTINDIA,https://www.bseindia.com/stock-share-price/abbott-india-ltd/ABBOTINDIA/500488/,10.0,1657.0,46.0,34.9,Industrials,Capital Goods,0.81,Large Cap,2024.0,1536236.24,1619349.16,75.58,4.48,12.63,0.96,34.348
23,ABB,Mar 2024,20.53,24.84,32.47,0.02,141.75,1.13,1095.0,Capital Intensive,565.0,176.14285714285714,73.0,83.0,6038.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/ABB.png,Abbott India Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AABBOTINDIA,Abbott India Ltd is one of the leading multinational pharmaceutical companies in India and sells its products through independent distributors primarily within India.,https://www.abbott.co.in/,https://www.nseindia.com/get-quotes/equity?symbol=ABBOTINDIA,https://www.bseindia.com/stock-share-price/abbott-india-ltd/ABBOTINDIA/500488/,10.0,1657.0,46.0,34.9,Industrials,Capital Goods,0.81,Large Cap,2024.0,1536236.24,1619349.16,75.58,4.48,12.63,0.96,34.348
34,ADANIENSOL,Mar 2024,7.2,34.39,9.46,2.93,2.28,0.28,1095.0,Capital Intensive,10.0,11.337219730941705,0.0,37070.0,6038.0,,-50.0,-50.0,,,"https://m.economictimes.com/thumb/msid-117371599,width-1200,height-900,resizemode-4,imgsize-5642/the-growth-story-remains-intact-for-adani-energy-solutions-says-jefferies.jpg",Adani Energy Solutions Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIENSOL,"AESL, part of the Adani portfolio, is a multidimensional organization with presence in various facets of the energy domain, namely power transmission, distribution, smart metering, and cooling solutions. AESL is India's largest private transmission company",https://www.adanienergysolutions.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIENSOL,https://www.bseindia.com/stock-share-price/adani-energy-solutions-ltd/ADANIENSOL/539254/,10.0,175.0,9.0,8.59,Energy,Power & Utilities,0.65,Large Cap,2024.0,348517.36,439276.19,58.5,9.05,14.83,1.65,9.585
46,ADANIENT,Mar 2024,3.46,11.8,8.53,1.67,2.75,0.6,-8455.0,Capital Intensive,28.0,342.7719298245614,5.0,65310.0,10312.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/ADANIENT.png,Adani Enterprises Ltd,https://in.tradingview.com/chart/?symbol=ADANIENT,"Adani Enterprises Ltd is an Indian multinational public company and a subsidiary of Adani Group. It is headquartered in Ahmedabad and has business interests in coal mining and trading, airport operations, edible oils, road, rail and water infrastructure, data centers, hydrocarbon exploration, defence and aerospace, multimodal logistics, and agro commodities.",https://www.adanienterprises.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIENT,https://www.bseindia.com/stock-share-price/adani-enterprises-ltd/adanient/512,1.0,363.0,11.6,13.64,Industrials,Conglomerates,1.5,Large Cap,2024.0,187927.97,191237.75,58.87,10.41,33.01,0.83,4.904999999999999
66,ADANIPORTS,Mar 2024,30.34,58.36,15.35,0.94,5.95,0.23,8250.0,Capital Intensive,38.0,122.17129629629629,16.0,49470.0,15018.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/ADANIPORTS.png,"Adani Ports & Special Economic Zone Ltd
",https://in.tradingview.com/chart/?symbol=NSE%3AADANIPORTS,"Adani Ports & Special Economic Zone is in the business of development, operations and maintenance of port infrastructure (port services and related infrastructure development) and has linked multi product Special Economic Zone (SEZ) and related infrastructure contiguous to Port at Mundra.",http://www.adaniports.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIPORTS,https://www.bseindia.com/stock-share-price/adani-ports-special-economic-zone-ltd/ADANIPORTS/532921/,2.0,265.0,12.9,18.1,Industrials,Infrastructure,2.12,Large Cap,2024.0,675598.01,611165.74,48.9,2.31,31.76,1.16,16.402
78,ADANIPORTS,Mar 2024,30.34,58.36,15.35,0.94,5.95,0.23,8250.0,Capital Intensive,38.0,122.17129629629629,16.0,49470.0,15018.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/ADANIPORTS.png,"Adani Ports & Special Economic Zone Ltd
",https://in.tradingview.com/chart/?symbol=NSE%3AADANIPORTS,"Adani Ports & Special Economic Zone is in the business of development, operations and maintenance of port infrastructure (port services and related infrastructure development) and has linked multi product Special Economic Zone (SEZ) and related infrastructure contiguous to Port at Mundra.",http://www.adaniports.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIPORTS,https://www.bseindia.com/stock-share-price/adani-ports-special-economic-zone-ltd/ADANIPORTS/532921/,2.0,265.0,12.9,18.1,Industrials,Infrastructure,2.12,Large Cap,2024.0,675598.01,611165.74,48.9,2.31,31.76,1.16,16.402
90,ADANIPOWER,Mar 2024,41.37,36.2,48.28,0.8,8.3,0.55,17651.0,Moderate,54.0,11.186155042779362,0.0,34616.0,14170.0,,-50.0,-50.0,,,"https://mkt.in/static/mkt-icons/nifty100/ADANIPOWER.png
",Adani Power Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIPOWER,"Adani Power (APL), a part of the diversified Adani Group, is the largest private thermal power producer in India. The co along with its subsidiaries sell power generated from these projects under a combination of long term Power Purchase Agreements, Short term PPA and on merchant basis",http://www.adani.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIPOWER,https://www.bseindia.com/stock-share-price/adani-power-ltd/ADANIPOWER/533096/,10.0,145.0,32.2,57.1,Energy,Power & Utilities,3.01,Large Cap,2024.0,1372183.55,1357949.64,44.57,9.91,24.76,1.65,20.555000000000003
101,AMBUJACEM,Mar 2024,14.29,19.3,11.43,0.02,28.26,0.51,-3295.0,Capital Intensive,16.0,94.21818181818182,12.0,699.0,5646.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/AMBUJACEM.png,Ambuja Cements Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Ambuja Cements Ltd. is among the leading cement companies in India. It is a member of the Adani Group. Currently, Ambuja Cement has a cement capacity of 31 million tonnes with six integrated cement manufacturing plants",https://www.ambujacement.com/,https://www.nseindia.com/get-quotes/equity?symbol=AMBUJACEM,https://www.bseindia.com/stock-share-price/ambuja-cements-ltd/AMBUJACEM/500425/,2.0,205.0,12.8,9.24,Materials,Cement,2.82,Large Cap,2024.0,1281411.04,1198290.68,55.62,9.21,27.67,3.1,10.9565
113,APOLLOHOSP,Mar 2024,4.91,12.56,13.48,0.77,5.57,1.14,383.0,Capital Intensive,63.0,96.33333333333333,26.0,5333.0,1920.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/APOLLOHOSP.png,"Apollo Hospitals
Chain of Indian private hospitals",https://in.tradingview.com/chart/?symbol=NSE%3AAPOLLOHOSP,"Apollo Hospitals Enterprise Limited is an Indian multinational healthcare group headquartered in Chennai. It is the largest for-profit private hospital network in India, with a network of 71 owned and managed hospitals.",https://www.apollohospitals.com/,https://www.nseindia.com/get-quotes/equity?symbol=APOLLOHOSP,https://www.bseindia.com/stock-share-price/apollo-hospitals-enterprise-ltd/apollohosp/508869/,5.0,522.0,17.2,13.81,Healthcare,Healthcare,0.62,Large Cap,2024.0,1905622.43,2433382.94,47.72,7.68,16.74,3.22,6.7175
136,ASIANPAINT,Mar 2024,15.66,21.37,29.68,0.13,41.0,1.19,3556.0,Moderate,57.0,195.08333333333334,58.0,2474.0,6104.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/ASIANPAINT.png,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",https://in.tradingview.com/chart/?symbol=NSE%3AASIANPAINT,"Asian Paints Ltd is an Indian multinational paint company, headquartered in Mumbai. The company is engaged in the business of manufacturing, selling and distribution of paints, coatings, products related to home decor, bath fittings and providing related services.",https://www.asianpaints.com/,https://www.nseindia.com/get-quotes/equity?symbol=ASIANPAINT,https://www.bseindia.com/stock-share-price/asian-paints-ltd/asianpaint/500820/,1.0,188.0,41.75,31.45,Materials,Paints & Coatings,1.13,Large Cap,2024.0,2126725.18,2475080.63,73.37,3.9,23.94,2.42,17.843999999999998
137,ASIANPAINT,Mar 2024,15.66,21.37,29.68,0.13,41.0,1.19,3556.0,Moderate,57.0,195.08333333333334,58.0,2474.0,6104.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/ASIANPAINT.png,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",https://in.tradingview.com/chart/?symbol=NSE%3AASIANPAINT,"Asian Paints Ltd is an Indian multinational paint company, headquartered in Mumbai. The company is engaged in the business of manufacturing, selling and distribution of paints, coatings, products related to home decor, bath fittings and providing related services.",https://www.asianpaints.com/,https://www.nseindia.com/get-quotes/equity?symbol=ASIANPAINT,https://www.bseindia.com/stock-share-price/asian-paints-ltd/asianpaint/500820/,1.0,188.0,41.75,31.45,Materials,Paints & Coatings,1.13,Large Cap,2024.0,2126725.18,2475080.63,73.37,3.9,23.94,2.42,17.843999999999998
160,BAJAJ-AUTO,Mar 2024,17.18,19.53,26.61,0.07,174.42,1.14,6486.0,Asset Light,276.0,103.80645161290323,29.0,1912.0,6558.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/BAJAJ-AUTO.png,Bajaj Auto Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bajaj Auto, the flagship company of Bajaj Group, is a two-wheeler and three-wheeler manufacturing company that exports to 79 countries across several countries in Latin America, Southeast Asia, and many more. Its headquarter is in Pune, India.
It has acquired 48% of the KTM Brand which manufactures sports and super sports two-wheelers, which was 14% in 2007 when the company first acquired KTM. [1]

",https://www.bajajauto.com/,https://www.nseindia.com/get-quotes/equity?symbol=BAJAJ-AUTO,https://www.bseindia.com/stock-share-price/bajaj-auto-ltd/BAJAJ-AUTO/532977/,10.0,1109.0,33.5,26.5,Consumer Discretionary,Two Wheelers,3.9,Large Cap,2024.0,653817.3,679803.97,29.91,9.83,20.14,3.59,36.7215
161,BAJAJ-AUTO,Mar 2024,17.18,19.53,26.61,0.07,174.42,1.14,6486.0,Asset Light,276.0,103.80645161290323,29.0,1912.0,6558.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/BAJAJ-AUTO.png,Bajaj Auto Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bajaj Auto, the flagship company of Bajaj Group, is a two-wheeler and three-wheeler manufacturing company that exports to 79 countries across several countries in Latin America, Southeast Asia, and many more. Its headquarter is in Pune, India.
It has acquired 48% of the KTM Brand which manufactures sports and super sports two-wheelers, which was 14% in 2007 when the company first acquired KTM. [1]

",https://www.bajajauto.com/,https://www.nseindia.com/get-quotes/equity?symbol=BAJAJ-AUTO,https://www.bseindia.com/stock-share-price/bajaj-auto-ltd/BAJAJ-AUTO/532977/,10.0,1109.0,33.5,26.5,Consumer Discretionary,Two Wheelers,3.9,Large Cap,2024.0,653817.3,679803.97,29.91,9.83,20.14,3.59,36.7215
185,BAJAJFINSV,Mar 2024,14.13,37.04,25.85,4.79,2.2,0.21,-79634.0,Capital Intensive,51.0,379.42138364779873,2.0,288933.0,-68674.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/BAJAJFINSV.png,Bajaj Finserv Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ABAJAJFINSV,"Bajaj Finserv Limited is an Indian non-banking financial services company headquartered in Pune. It is focused on lending, asset management, wealth management and insurance.",https://www.bajajfinserv.in/,https://www.nseindia.com/get-quotes/equity?symbol=BAJAJFINSV,https://www.bseindia.com/stock-share-price/bajaj-finserv-ltd/bajajfinsv/532978/,1.0,428.0,21.14,11.72,Financials,Diversified Financials,2.12,Large Cap,2024.0,1905112.17,1807796.2,15.07,6.08,39.72,2.56,14.2005
197,BAJAJHLDNG,Mar 2024,432.73,91.77,13.58,0.0,3764.5,0.03,1469.0,Capital Intensive,653.0,488.7117117117117,20.0,63.0,1941.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/BAJAJHLDNG.png,Bajaj Holdings & Investment Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bajaj Holdings & Investment Ltd. operates as an Investment Company and is registered as a Non-Banking Financial Institution- Investment and Credit Company with the Reserve Bank of India. The Co. holds more than 36% stake in both Bajaj Auto Ltd. and Bajaj Finserv Ltd.

",https://www.bhil.in/,https://www.nseindia.com/get-quotes/equity?symbol=BAJAJHLDNG,https://www.bseindia.com/stock-share-price/bajaj-holdings-investment-ltd/BAJAJHLDNG/500490/,10.0,5375.0,13.1,14.8,Financials,Holding Companies,3.36,Large Cap,2024.0,2191568.13,2726439.01,37.73,9.38,27.47,3.37,586.424
207,BAJFINANCE,Mar 2024,26.29,29.29,18.84,3.82,2689.17,0.15,-79931.0,Capital Intensive,233.0,618.516129032258,15.0,293346.0,-72760.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/BAJFINANCE.png,Bajaj Finance Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bajaj Finance is mainly engaged in the business of lending. BFL has a diversified lending portfolio across retail, SME and commercial customers with a significant presence in urban and rural India. It also accepts public and corporate deposits and offers variety of financial services products to its customers.",https://www.bajajfinserv.in/,https://www.nseindia.com/get-quotes/equity?symbol=BAJFINANCE,https://www.bseindia.com/stock-share-price/bajaj-finance-ltd/BAJFINANCE/500034/,2.0,1402.0,11.9,22.1,Financials,Consumer Finance,1.78,Large Cap,2024.0,2473271.58,2632574.41,69.2,4.11,15.96,0.27,413.9435
243,BEL,Mar 2024,19.66,24.92,4744.05,0.51,476.75,125.89,-1265.0,Capital Intensive,5.0,7.636363636363637,40.0,43.0,4659.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/BEL.png,Bharat Electronics Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ABEL,"Incorporated in 1954, Bharat Electronics Ltd manufactures and supplies electronic equipment and systems to the defence sector. Company also has a limited presence in the civilian market",http://www.bel-india.in/,https://www.nseindia.com/get-quotes/equity?symbol=BEL,https://www.bseindia.com/stock-share-price/bharat-electronics-ltd/BEL/500049/,1.0,24.0,34.6,26.3,Industrials,Defence Electronics,3.65,Large Cap,2024.0,1354781.06,1259877.04,17.89,9.22,23.14,0.76,1262.509
231,BHARTIARTL,Mar 2024,5.71,52.2,10.36,2.61,3.31,0.34,27809.0,Capital Intensive,13.0,28.717066388599235,62.0,215592.0,78898.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/BHARTIARTL.png,Bharti Airtel Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ABHARTIARTL,"Bharti Airtel Ltd is one of the world's leading providers of telecommunication services with presence in 18 countries representing India, Sri
Lanka, 14 countries in Africa.",http://www.airtel.in/,https://www.nseindia.com/get-quotes/equity?symbol=BHARTIARTL,https://www.bseindia.com/stock-share-price/bharti-airtel-ltd/BHARTIARTL/532454/,5.0,153.0,13.1,14.9,Communication Services,Telecommunications,1.13,Large Cap,2024.0,378605.83,429972.49,63.78,6.28,39.71,1.02,13.5265
255,BHEL,Mar 2024,1.18,2.98,1.15,0.36,1.59,0.4,-2382.0,Moderate,1.0,35.11206896551724,31.0,8856.0,-3713.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/BHEL.png,"Bharat Heavy Electricals Limited
",https://in.tradingview.com/chart/?symbol=BSE%3ABHEL,Bharat Heavy Electricals Limited is an Indian central public sector undertaking and the largest government-owned electrical/ industrial technology company.,https://www.bhel.com/,https://www.nseindia.com/get-quotes/equity?symbol=BHEL,https://www.bseindia.com/stock-share-price/bharat-electronics-ltd/bel/500049/,2.0,70.0,3.28,1.05,Industrials,Capital Goods,1.24,Large Cap,2024.0,540053.85,682460.17,29.8,11.43,21.59,4.04,1.1219999999999999
267,BOSCHLTD,Mar 2024,14.89,12.52,20.64,0.0,71.78,0.96,1536.0,Asset Light,844.0,402.1333333333333,44.0,39.0,1253.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/BOSCHLTD.png,Bosch Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bosch Ltd has presence across automotive technology, industrial technology, consumer goods and energy and building technology. It manufactures and trades in products such as diesel and gasoline fuel injection systems, automotive aftermarket products, industrial equipment, electrical power tools, security systems",https://www.bosch.in/,https://www.nseindia.com/get-quotes/equity?symbol=BOSCHLTD,https://www.bseindia.com/stock-share-price/bosch-ltd/BOSCHLTD/500530/,10.0,4319.0,20.6,16.0,Consumer Discretionary,Auto Ancillaries,2.82,Large Cap,2024.0,2599556.05,2628370.51,58.43,6.47,16.07,4.23,18.430999999999997
279,BPCL,Mar 2024,5.99,9.84,35.51,0.72,11.36,2.21,25415.0,Asset Light,62.0,35.40964419475655,33.0,54599.0,35936.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/BPCL.png,Bharat Petroleum Corporation Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bharat Petroleum Corporation is a public sector company which is engaged in the business of refining of crude oil and marketing of petroleum products.[1]

",https://www.bharatpetroleum.in/,https://www.nseindia.com/get-quotes/equity?symbol=BPCL,https://www.bseindia.com/stock-share-price/bharat-petroleum-corporation-ltd/BPCL/500547/,10.0,178.0,32.1,41.9,Energy,Oil & Gas Refining,2.57,Large Cap,2024.0,468662.13,606487.07,68.15,0.72,26.59,1.15,12.5495
291,BRITANNIA,Mar 2024,12.73,18.89,54.15,0.52,20.6,1.85,3050.0,Asset Light,89.0,164.20833333333334,83.0,2065.0,2573.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/BRITANNIA.png,Britannia Industries Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Britannia Industries is one of Indias leading food companies with a 100 year legacy and annual revenues in excess of Rs. 9000 Cr. Britannia is among the most trusted food brands, and manufactures Indias favorite brands like Good Day, Tiger, NutriChoice, Milk Bikis and Marie Gold which are household names in India. Britannias product portfolio includes Biscuits, Bread, Cakes, Rusk, and Dairy products including Cheese, Beverages, Milk and Yoghurt.

",https://www.britannia.co.in/,https://www.nseindia.com/get-quotes/equity?symbol=BRITANNIA,https://www.bseindia.com/stock-share-price/britannia-industries-ltd/BRITANNIA/500825/,1.0,133.0,48.9,57.1,Consumer Staples,Food Products,0.66,Large Cap,2024.0,324745.74,376568.58,63.91,4.26,33.95,1.88,20.4055
327,CIPLA,Mar 2024,16.12,75.59,15.55,0.02,35.34,0.79,1152.0,Capital Intensive,51.0,165.87577639751552,25.0,559.0,4134.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/CIPLA.png,"Cipla Ltd
","https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0
",Cipla is engaged in the Business of Pharmaceuticals.(Source : 202003 Annual Report Page No:157),https://www.cipla.com/,https://www.nseindia.com/get-quotes/equity?symbol=CIPLA,https://www.bseindia.com/stock-share-price/cipla-ltd/CIPLA/500087/,2.0,351.0,22.8,16.8,Healthcare,Pharmaceuticals,0.95,Large Cap,2024.0,439803.15,562931.78,59.75,5.93,33.7,0.12,24.3065
339,COALINDIA,Mar 2024,26.26,66.29,45.17,0.08,11.24,0.6,13617.0,Moderate,61.0,13.423657309751745,42.0,6523.0,18103.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/COALINDIA.png,Coal India Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ACOALINDIA,"Coal India Ltd is mainly engaged in mining and production of Coal and also operates Coal washeries. The major consumers of the company are power and steel sectors. Consumers from other sectors include cement, fertilizers, brick kilns etc.",http://www.coalindia.in/,https://www.nseindia.com/get-quotes/equity?symbol=COALINDIA,https://www.bseindia.com/stock-share-price/coal-india-ltd/COALINDIA/533278/,10.0,156.0,63.6,52.0,Materials,Mining & Metals,2.46,Large Cap,2024.0,454024.84,574785.39,34.27,14.75,25.15,4.38,26.236500000000003
351,DABUR,Mar 2024,14.6,19.35,18.36,0.14,23.24,0.82,1042.0,Moderate,10.0,55.740112994350284,53.0,1365.0,2013.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/DABUR.png,Dabur India Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ADABUR,Dabur India is one of the leading fast moving consumer goods (FMCG) players dealing in consumer care and food products.,http://www.dabur.com/,https://www.nseindia.com/get-quotes/equity?symbol=DABUR,https://www.bseindia.com/stock-share-price/dabur-india-ltd/DABUR/500096/,1.0,59.0,22.3,19.2,Consumer Staples,Personal Products,2.4,Large Cap,2024.0,56521.84,67755.32,50.95,13.59,12.02,3.42,11.946000000000002
363,DIVISLAB,Mar 2024,20.4,28.17,11.79,0.0,636.25,0.51,992.0,Moderate,60.0,256.0566037735849,50.0,3.0,1261.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/DIVISLAB.png,Divis Laboratories Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Incorporated in 1990, Divis Laboratories Ltd manufactures and exports API's, Intermediates and Nutraceutical ingredients",https://www.divislaboratories.com/lander,https://www.nseindia.com/get-quotes/equity?symbol=DIVISLAB,https://www.bseindia.com/stock-share-price/divis-laboratories-ltd/DIVISLAB/532488/,2.0,517.0,16.5,12.2,Healthcare,Pharmaceuticals,3.75,Large Cap,2024.0,1615028.67,1501836.03,69.95,12.34,31.81,1.39,104.019
375,DLF,Mar 2024,42.38,33.05,6.91,0.12,7.46,0.11,1010.0,Capital Intensive,11.0,79.65858585858585,45.0,4834.0,2539.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/DLF.png,DLF Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"DLF Ltd with its subsidiaries, associates and JVs is engaged in real estate development, from the identification and acquisition of land to planning, execution, construction and marketing of projects. It is also engaged in business of leasing, generation of power, provision of maintenance services, hospitality and recreational services which are related to the overall development of real estate business.",https://www.dlf.in/,https://www.nseindia.com/get-quotes/equity?symbol=DLF,https://www.bseindia.com/stock-share-price/dlf-ltd/DLF/532868/,2.0,163.0,5.74,6.95,Real Estate,Real Estate,2.86,Large Cap,2024.0,1381712.03,1248409.43,46.26,14.32,10.41,2.58,9.456499999999998
387,DMART,Mar 2024,4.99,8.08,13.56,0.03,73.29,2.4,278.0,Moderate,39.0,28.721966205837173,0.0,592.0,2746.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/DMART.png,Avenue Supermarts Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ADMART,"Avenue Supermarts Limited (DMart) is a national supermarket chain, with a focus on value-retailing. We offer a wide range of products with a focus on the Foods, Non-Foods (FMCG) and General Merchandise
& Apparel product categories",http://www.dmartindia.com/,https://www.nseindia.com/get-quotes/equity?symbol=DMART,https://www.bseindia.com/stock-share-price/avenue-supermarts-ltd/DMART/540376/,10.0,309.0,19.4,14.5,Consumer Discretionary,Retail,3.07,Large Cap,2024.0,3053088.97,3624591.94,72.53,11.71,36.84,1.94,15.999500000000001
399,DRREDDY,Mar 2024,19.91,28.32,19.74,0.07,51.71,0.72,509.0,Capital Intensive,67.0,340.4096385542169,12.0,2002.0,4543.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/DRREDDY.png,Dr Reddys Laboratories Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Dr. Reddy's Laboratories Ltd is a leading India-based pharmaceutical company which offers a portfolio of products and services, including Active Pharmaceutical Ingredients (APIs), Custom Pharmaceutical services (CPS), generics, biosimilars and differentiated formulations.",https://www.drreddys.com/,https://www.nseindia.com/get-quotes/equity?symbol=DRREDDY,https://www.bseindia.com/stock-share-price/dr-reddys-laboratories-ltd/DRREDDY/500124/,1.0,369.0,26.5,21.4,Healthcare,Pharmaceuticals,1.01,Mid Cap,2024.0,2441803.28,2725256.67,11.73,10.19,14.56,0.09,18.3555
411,EICHERMOT,Mar 2024,24.2,26.18,22.17,0.02,114.71,0.72,890.0,Capital Intensive,146.0,668.3333333333334,35.0,419.0,3724.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/EICHERMOT.png,Eicher Motors Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Eicher Motors Limited, incorporated in 1982, is the listed company of the Eicher Group in India and a leading player in the Indian automobile industry and the global leader in middleweight motorcycles.
Eicher has a joint venture with Sweden's AB Volvo to create Volvo Eicher Commercial Vehicles Limited (VECV). VECV is engaged in truck and bus operations, auto components business, and technical ",https://www.eicher.in/,https://www.nseindia.com/get-quotes/equity?symbol=EICHERMOT,https://www.bseindia.com/stock-share-price/eicher-motors-ltd/EICHERMOT/505200/,1.0,693.0,31.1,24.2,Consumer Discretionary,Two Wheelers,3.13,Large Cap,2024.0,222391.83,234358.89,15.62,13.61,19.29,4.41,27.985
423,GAIL,Mar 2024,7.43,10.74,12.86,0.28,23.62,1.07,4360.0,Moderate,15.0,11.710570342205322,37.0,21794.0,12586.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/GAIL.png,GAIL (India) Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AGAIL,"Incorporated in 1984, GAIL, a Government of India undertaking, is an integrated natural gas company in India. It owns over 11,500 km of natural gas pipelines, over 2300 km of LPG pipelines, six LPG gas-processing units and a petrochemicals facility. It also has a joint-venture interest in Petronet LNG Ltd, Ratnagiri Gas and Power Pvt Ltd, and in the CGD business in several cities",https://gailonline.com/,https://www.nseindia.com/get-quotes/equity?symbol=GAIL,https://www.bseindia.com/stock-share-price/gail-india-ltd/GAIL/532155/,10.0,127.0,14.7,14.0,Energy,Gas Distribution,3.12,Large Cap,2024.0,1531867.57,1613856.89,25.84,9.54,33.07,0.31,8.905999999999999
